rowLabel	nucl_t1	nucl_t2	f0_min	f0_max	f0_median	f0_mean	f0_meanST	f0_start	f0_end	lopitch	hipitch	hipitchST	dynamic	intrasyllab	intersyllab	up	down	trajectory	f0_discont	prnp_start	prnp_end	prnp_intra	nucl_dur	syll_dur	vowel_dur	rhyme_dur	gap_left	loudness	int_peak	promL2D_nucldur	hesitation	speaker_id	before_pause	after_pause	pause_dur	onset_dur
0.165	0.16454648526077081	0.22954648526077087	183	194	188	188	90.72	188	188	188	188	90.68	0	0	0	0	0	0	0	61	61	0	0.06500000000000006	0	0	0	0.1645	0	67.3	0	0	1	0	0	0	0
0.265	0.2645464852607708	0.30954648526077083	209	219	215	215	93.02	215	215	215	215	92.99	0	0	2.34	0	0	0	0	80	80	0	0.04500000000000004	0	0	0	0.035	0	66.2	0	0	1	0	0	0	0
0.395	0.3945464852607708	0.5945464852607709	176	206	190	188	90.71	206	176	176	206	92.32	-1	-2.78	-0.66	0	-2.78	2.78	0	74	52	-22	0.20000000000000012	0	0	0	0.085	0	63.9	0	0	1	0	0	0	0
0.755	0.7545464852607707	0.8845464852607708	160	165	163	163	88.21	163	163	163	163	88.24	0	0	-1.27	0	0	0	0	41	41	0	0.13000000000000012	0	0	0	0.16	0	62.6	0	0	1	0	0	0	0
0.985	0.9845464852607707	1.1195464852607682	142	174	169	165	88.46	173	142	142	173	89.22	-1	-3.36	1.04	0	-3.36	3.36	0	50	22	-28	0.13499999999999746	0	0	0	0.1	0	61.5	0	0	1	0	0	0	0
1.220	1.2195464852607707	1.2695464852607696	121	127	125	124	83.58	125	125	125	125	83.62	0	0	-2.18	0	0	0	0	4	4	0	0.049999999999998934	0	0	0	0.1	0	52.2	0	0	1	0	0	0	0
1.400	1.3995464852607706	1.5345464852607678	121	140	128	129	84.2	127	140	127	140	85.61	1	2.43	0.33	2.43	0	2.43	0	6	20	13	0.13499999999999712	0	0	0	0.13	0	53.6	0	0	1	1	0	1.665	0
3.200	3.1995464852607705	3.259546485260769	173	180	178	177	89.7	178	178	178	178	89.77	0	0	4.22	0	0	0	0	54	54	0	0.05999999999999872	0	0	0	1.665	0	67	0	0	1	0	1	0	0
3.500	3.4995464852607707	3.664546485260767	229	245	238	237	94.7	238	238	238	238	94.77	0	0	5.06	0	0	0	0	94	94	0	0.16499999999999648	0	0	0	0.24	0	67.2	0	0	1	0	0	0	0
3.820	3.8195464852607706	3.884546485260769	175	252	224	218	93.29	252	175	175	252	95.74	-1	-6.32	1	0	-6.32	6.32	0	100	51	-51	0.06499999999999861	0	0	0	0.155	0	61.8	0	0	1	0	0	0	0
