rowLabel	nucl_t1	nucl_t2	f0_min	f0_max	f0_median	f0_mean	f0_meanST	f0_start	f0_end	lopitch	hipitch	hipitchST	dynamic	intrasyllab	intersyllab	up	down	trajectory	f0_discont	prnp_start	prnp_end	prnp_intra	nucl_dur	syll_dur	vowel_dur	rhyme_dur	gap_left	loudness	int_peak	promL2D_nucldur	hesitation	speaker_id	before_pause	after_pause	pause_dur	onset_dur
0.148	0.1478125000000004	0.22781250000000047	203	218	213	210	92.62	213	213	213	213	92.84	0	0	0	0	0	0	0	16	16	0	0.08000000000000007	0	0	0	0.1478	0	72	0	0	1	0	0	0	0
0.378	0.3778125000000004	0.5528125000000005	207	211	209	209	92.55	209	209	209	209	92.56	0	0	-0.26	0	0	0	0	11	11	0	0.1750000000000001	0	0	0	0.15	0	75.4	0	0	1	1	0	0.605	0
1.158	1.1578125000000004	1.3428124999999964	199	216	211	211	92.67	206	216	206	216	93.09	1	0.79	-0.18	0.79	0	0.79	0	7	19	11	0.18499999999999606	0	0	0	0.605	0	73.8	0	0	1	1	1	0.98	0
2.323	2.3228125000000004	2.4678124999999973	235	240	238	238	94.76	238	238	238	238	94.78	0	0	1.72	0	0	0	0	44	44	0	0.1449999999999969	0	0	0	0.98	0	75.3	0	0	1	0	1	0	0
2.553	2.5528125000000004	2.7328124999999965	233	238	234	235	94.54	234	234	234	234	94.51	0	0	-0.23	0	0	0	0	39	39	0	0.17999999999999616	0	0	0	0.085	0	75.4	0	0	1	0	0	0	0
2.803	2.8028125000000004	3.012812499999996	235	242	239	239	94.82	239	239	239	239	94.85	0	0	0.41	0	0	0	0	45	45	0	0.20999999999999552	0	0	0	0.07	0	75.5	0	0	1	1	0	0.42	0
3.433	3.4328125000000003	3.5028124999999988	233	234	233	233	94.43	233	233	233	233	94.42	0	0	-0.39	0	0	0	0	38	38	0	0.06999999999999851	0	0	0	0.42	0	78.3	0	0	1	0	1	0	0
3.583	3.5828125	4.002812499999991	244	266	255	256	96.06	244	263	244	263	96.5	1	1.29	0.84	1.29	0	1.29	0	50	69	18	0.41999999999999105	0	0	0	0.08	0	77.7	0	0	1	0	0	0	0
4.058	4.057812500000001	4.2528124999999966	276	294	282	282	97.72	282	282	282	282	97.69	0	0	1.22	0	0	0	0	86	86	0	0.19499999999999584	0	0	0	0.055	0	77.6	0	0	1	0	0	0	0
4.533	4.5328125	4.622812499999998	262	282	263	265	96.61	263	263	263	263	96.51	0	0	-1.17	0	0	0	0	69	69	0	0.08999999999999808	0	0	0	0.28	0	74	0	0	1	0	0	0	0
4.733	4.7328125000000005	5.4828124999999845	230	261	237	244	95.21	260	230	230	260	96.33	-1	-2.18	-0.14	0	-2.18	2.18	0	66	35	-31	0.749999999999984	0	0	0	0.11	0	74.8	0	0	1	0	0	0	0
5.633	5.632812500000001	5.922812499999995	233	244	237	237	94.7	237	237	237	237	94.69	0	0	0.54	0	0	0	0	42	42	0	0.2899999999999938	0	0	0	0.15	0	73.4	0	0	1	0	0	0	0
6.268	6.267812500000001	6.357812499999999	231	240	233	234	94.45	233	233	233	233	94.42	0	0	-0.25	0	0	0	0	38	38	0	0.08999999999999808	0	0	0	0.345	0	77.3	0	0	1	1	0	0.45	0
6.808	6.807812500000001	6.917812499999998	243	255	249	250	95.6	249	249	249	249	95.59	0	0	1.22	0	0	0	0	55	55	0	0.10999999999999766	0	0	0	0.45	0	76.7	0	0	1	0	1	0	0
6.948	6.9478125	7.052812499999998	244	259	250	252	95.77	250	250	250	250	95.63	0	0	0.11	0	0	0	0	56	56	0	0.10499999999999776	0	0	0	0.03	0	71.9	0	0	1	0	0	0	0
7.263	7.262812500000001	7.467812499999996	271	298	278	279	97.5	298	273	273	298	98.64	-1	-1.47	3.05	0	-1.47	1.47	0	100	78	-22	0.20499999999999563	0	0	0	0.21	0	75.8	0	0	1	1	0	0.735	0
8.203	8.202812500000002	8.647812500000072	230	242	237	237	94.68	240	230	230	240	94.91	-1	-0.75	-2.2	0	-0.75	0.75	0	46	35	-11	0.44500000000006956	0	0	0	0.735	0	75.9	0	0	1	1	1	1.065	0
9.713	9.712812500000002	9.802812500000016	252	267	262	261	96.36	262	262	262	262	96.41	0	0	2.27	0	0	0	0	68	68	0	0.09000000000001407	0	0	0	1.065	0	76.9	0	0	1	1	1	0.103	0
