rowLabel	nucl_t1	nucl_t2	f0_min	f0_max	f0_median	f0_mean	f0_meanST	f0_start	f0_end	lopitch	hipitch	hipitchST	dynamic	intrasyllab	intersyllab	up	down	trajectory	f0_discont	prnp_start	prnp_end	prnp_intra	nucl_dur	syll_dur	vowel_dur	rhyme_dur	gap_left	loudness	int_peak	promL2D_nucldur	hesitation	speaker_id	before_pause	after_pause	pause_dur	onset_dur
0.262	0.26176870748299325	0.4217687074829934	131	137	135	135	84.96	135	135	135	135	84.98	0	0	0	0	0	0	0	54	54	0	0.16000000000000014	0	0	0	0.2618	0	63.9	0	0	1	0	0	0	0
0.467	0.46676870748299326	0.5717687074829934	132	136	133	133	84.78	133	133	133	133	84.73	0	0	-0.2	0	0	0	0	52	52	0	0.1050000000000001	0	0	0	0.045	0	62.5	0	0	1	0	0	0	0
0.652	0.6517687074829932	0.7417687074829933	144	153	149	149	86.72	149	149	149	149	86.73	0	0	2.07	0	0	0	0	70	70	0	0.09000000000000008	0	0	0	0.08	0	63.3	0	0	1	0	0	0	0
0.797	0.7967687074829932	0.8367687074829933	172	177	174	174	89.39	174	174	174	174	89.38	0	0	2.75	0	0	0	0	95	95	0	0.040000000000000036	0	0	0	0.055	0	60.3	0	0	1	0	0	0	0
1.002	1.001768707482993	1.14676870748299	130	152	144	144	86.07	144	144	144	144	86.1	0	0	-3.21	0	0	0	0	65	65	0	0.1449999999999969	0	0	0	0.165	0	64.8	0	0	1	0	0	0	0
1.207	1.2067687074829931	1.4367687074829882	170	194	175	178	89.77	194	170	170	194	91.22	-1	-2.24	5.18	0	-2.24	2.24	0	100	91	-22	0.2299999999999951	0	0	0	0.06	0	64.7	0	0	1	0	0	0	0
1.587	1.586768707482993	1.821768707482988	163	171	165	166	88.51	165	165	165	165	88.46	0	0	-0.46	0	0	0	0	86	86	0	0.234999999999995	0	0	0	0.15	0	66.6	0	0	1	0	0	0	0
1.962	1.961768707482993	2.016768707482992	149	152	151	151	86.9	151	151	151	151	86.91	0	0	-1.49	0	0	0	0	72	72	0	0.05499999999999905	0	0	0	0.14	0	52	0	0	1	0	0	0	0
2.267	2.266768707482993	2.3767687074829906	118	126	125	123	83.41	125	125	125	125	83.61	0	0	-3.25	0	0	0	0	42	42	0	0.10999999999999766	0	0	0	0.25	0	61	0	0	1	1	0	0.555	0
2.932	2.931768707482993	2.971768707482992	104	105	105	105	80.66	105	105	105	105	80.7	0	0	-2.89	0	0	0	0	14	14	0	0.03999999999999915	0	0	0	0.555	0	60	0	0	1	0	1	0	0
