rowLabel	nucl_t1	nucl_t2	f0_min	f0_max	f0_median	f0_mean	f0_meanST	f0_start	f0_end	lopitch	hipitch	hipitchST	dynamic	intrasyllab	intersyllab	up	down	trajectory	f0_discont	prnp_start	prnp_end	prnp_intra	nucl_dur	syll_dur	vowel_dur	rhyme_dur	gap_left	loudness	int_peak	promL2D_nucldur	hesitation	speaker_id	before_pause	after_pause	pause_dur	onset_dur
0.179	0.17871875000000018	0.3337187500000003	187	203	198	197	91.54	198	198	198	198	91.62	0	0	0	0	0	0	0	77	77	0	0.1550000000000001	0	0	0	0.1787	0	69.5	0	0	1	0	0	0	0
0.574	0.5737187500000002	0.6487187500000002	183	191	187	188	90.66	187	187	187	187	90.65	0	0	-0.9	0	0	0	0	57	57	0	0.07500000000000007	0	0	0	0.24	0	66	0	0	1	0	0	0	0
0.719	0.7187187500000002	1.1037187499999983	169	201	190	188	90.69	188	170	170	188	90.71	-1	-1.73	0.15	0	-1.73	1.73	0	59	24	-35	0.3849999999999981	0	0	0	0.07	0	69	0	0	1	0	0	0	0
1.239	1.23871875	1.3987187499999967	167	178	173	173	89.29	173	173	173	173	89.31	0	0	0.39	0	0	0	0	30	30	0	0.1599999999999966	0	0	0	0.135	0	64.3	0	0	1	0	0	0	0
1.549	1.5487187500000001	1.648718749999998	177	203	191	192	91.06	191	191	191	191	90.98	0	0	1.76	0	0	0	0	64	64	0	0.09999999999999787	0	0	0	0.15	0	69.7	0	0	1	0	0	0	0
1.794	1.79371875	2.023718749999995	193	208	197	198	91.63	197	197	197	197	91.53	0	0	0.6	0	0	0	0	75	75	0	0.2299999999999951	0	0	0	0.145	0	67	0	0	1	0	0	0	0
2.119	2.11871875	2.3837187499999946	191	206	197	196	91.46	197	197	197	197	91.5	0	0	0.03	0	0	0	0	75	75	0	0.26499999999999435	0	0	0	0.095	0	67.1	0	0	1	1	0	0.485	0
2.869	2.86871875	3.063718749999996	166	184	171	173	89.23	184	167	167	184	90.37	-1	-1.72	-1.1	0	-1.72	1.72	0	51	18	-34	0.19499999999999584	0	0	0	0.485	0	69.4	0	0	1	0	1	0	0
3.274	3.27371875	3.3537187499999983	167	182	171	171	89.06	171	171	171	171	89.03	0	0	0.43	0	0	0	0	26	26	0	0.0799999999999983	0	0	0	0.21	0	68.4	0	0	1	0	0	0	0
3.534	3.5337187500000002	3.728718749999996	184	189	187	187	90.57	187	187	187	187	90.59	0	0	1.58	0	0	0	0	57	57	0	0.19499999999999584	0	0	0	0.18	0	70.1	0	0	1	0	0	0	0
3.879	3.87871875	4.023718749999997	165	181	172	173	89.26	172	172	172	172	89.21	0	0	-1.35	0	0	0	0	28	28	0	0.1449999999999969	0	0	0	0.15	0	71.7	0	0	1	0	0	0	0
4.199	4.19871875	4.348718749999997	161	198	166	168	88.73	198	164	164	198	91.62	-1	-3.29	2.5	0	-3.29	3.29	0	77	11	-66	0.1499999999999968	0	0	0	0.175	0	63.7	0	0	1	0	0	0	0
4.499	4.498718750000001	4.638718749999998	164	167	164	165	88.42	164	164	164	164	88.38	0	0	0.09	0	0	0	0	11	11	0	0.13999999999999702	0	0	0	0.15	0	64.3	0	0	1	0	0	0	0
4.729	4.7287187500000005	4.898718749999997	180	217	199	198	91.61	180	217	180	217	93.19	1	3.27	1.63	3.27	0	3.27	0	44	100	64	0.16999999999999638	0	0	0	0.09	0	70.3	0	0	1	1	0	0.575	0
5.474	5.473718750000001	5.663718749999997	180	187	186	185	90.46	186	186	186	186	90.48	0	0	-2.66	0	0	0	0	55	55	0	0.18999999999999595	0	0	0	0.575	0	69.4	0	0	1	0	1	0	0
5.709	5.708718750000001	5.943718749999996	159	177	168	169	88.83	176	174	174	176	89.6	-1	-0.28	-0.87	0	-0.28	0.28	0	36	32	-4	0.234999999999995	0	0	0	0.045	0	65.2	0	0	1	0	0	0	0
6.174	6.173718750000001	6.2337187499999995	159	170	165	165	88.49	165	165	165	165	88.47	0	0	-0.84	0	0	0	0	13	13	0	0.05999999999999872	0	0	0	0.23	0	66.8	0	0	1	0	0	0	0
6.429	6.428718750000001	6.508718749999999	158	181	167	166	88.6	167	167	167	167	88.67	0	0	0.27	0	0	0	0	18	18	0	0.0799999999999983	0	0	0	0.195	0	69.9	0	0	1	0	0	0	0
6.669	6.668718750000001	6.883718749999996	189	201	195	196	91.4	195	195	195	195	91.37	0	0	2.76	0	0	0	0	71	71	0	0.21499999999999542	0	0	0	0.16	0	71.3	0	0	1	0	0	0	0
6.999	6.998718750000001	7.183718749999997	178	191	182	183	90.24	182	182	182	182	90.16	0	0	-1.13	0	0	0	0	47	47	0	0.18499999999999606	0	0	0	0.115	0	70.8	0	0	1	0	0	0	0
7.334	7.333718750000001	7.443718749999999	160	192	165	169	88.87	191	166	166	191	90.97	-1	-2.44	0.88	0	-2.44	2.44	0	64	16	-49	0.10999999999999766	0	0	0	0.15	0	62.4	0	0	1	0	0	0	0
7.624	7.623718750000001	7.743718749999998	160	165	162	162	88.14	162	162	162	162	88.12	0	0	-0.38	0	0	0	0	7	7	0	0.11999999999999744	0	0	0	0.18	0	65.7	0	0	1	0	0	0	0
7.774	7.7737187500000005	7.8637187499999985	159	165	161	162	88.08	161	161	161	161	88.07	0	0	-0.01	0	0	0	0	5	5	0	0.08999999999999808	0	0	0	0.03	0	64.1	0	0	1	0	0	0	0
8.109	8.108718750000001	8.133718750000005	194	199	197	197	91.49	197	197	197	197	91.53	0	0	3.56	0	0	0	0	75	75	0	0.025000000000003908	0	0	0	0.245	0	48.9	0	0	1	0	0	0	0
8.239	8.238718750000002	8.263718750000006	193	208	198	200	91.78	198	198	198	198	91.62	0	0	0.16	0	0	0	0	77	77	0	0.025000000000003908	0	0	0	0.105	0	47	0	0	1	0	0	0	0
8.589	8.588718750000002	8.668718750000014	174	182	177	178	89.73	177	177	177	177	89.66	0	0	-1.9	0	0	0	0	38	38	0	0.0800000000000125	0	0	0	0.325	0	69.3	0	0	1	0	0	0	0
8.979	8.97871875	9.263718750000045	163	178	169	171	89.05	177	168	168	177	89.64	-1	-0.89	0.03	0	-0.89	0.89	0	38	20	-19	0.28500000000004455	0	0	0	0.31	0	71	0	0	1	0	0	0	0
9.559	9.55871875	9.753718750000031	183	192	190	189	90.79	190	190	190	190	90.85	0	0	2.15	0	0	0	0	62	62	0	0.19500000000003048	0	0	0	0.295	0	70.4	0	0	1	0	0	0	0
9.909	9.90871875	9.963718750000009	165	185	171	172	89.14	171	171	171	171	89.04	0	0	-1.8	0	0	0	0	26	26	0	0.0550000000000086	0	0	0	0.155	0	71.9	0	0	1	1	0	0.239	0
