rowLabel	nucl_t1	nucl_t2	f0_min	f0_max	f0_median	f0_mean	f0_meanST	f0_start	f0_end	lopitch	hipitch	hipitchST	dynamic	intrasyllab	intersyllab	up	down	trajectory	f0_discont	prnp_start	prnp_end	prnp_intra	nucl_dur	syll_dur	vowel_dur	rhyme_dur	gap_left	loudness	int_peak	promL2D_nucldur	hesitation	speaker_id	before_pause	after_pause	pause_dur	onset_dur
0.175	0.17451247165532927	0.24451247165532933	97	102	100	100	79.75	100	100	100	100	79.74	0	0	0	0	0	0	0	6	6	0	0.07000000000000006	0	0	0	0.1745	0	68	0	0	1	0	0	0	0
0.320	0.31951247165532926	0.41951247165532934	110	117	115	115	82.16	115	115	115	115	82.18	0	0	2.46	0	0	0	0	25	25	0	0.10000000000000009	0	0	0	0.075	0	68.3	0	0	1	0	0	0	0
0.760	0.7595124716553292	0.9395124716553294	108	111	110	110	81.44	110	110	110	110	81.43	0	0	-0.72	0	0	0	0	19	19	0	0.18000000000000016	0	0	0	0.34	0	61.2	0	0	1	0	0	0	0
1.170	1.1695124716553291	1.2845124716553267	95	101	100	99	79.69	100	100	100	100	79.81	0	0	-1.57	0	0	0	0	6	6	0	0.11499999999999755	0	0	0	0.23	0	56.8	0	0	1	1	0	1.115	0
2.400	2.399512471655329	2.5145124716553267	130	134	133	133	84.68	133	133	133	133	84.7	0	0	4.98	0	0	0	0	45	45	0	0.11499999999999755	0	0	0	1.115	0	65.6	0	0	1	0	1	0	0
2.620	2.6195124716553293	2.924512471655323	142	151	146	146	86.36	146	146	146	146	86.38	0	0	1.72	0	0	0	0	58	58	0	0.3049999999999935	0	0	0	0.105	0	64.4	0	0	1	0	0	0	0
3.160	3.1595124716553293	3.2045124716553284	159	163	160	161	88.01	160	160	160	160	87.96	0	0	1.68	0	0	0	0	71	71	0	0.04499999999999904	0	0	0	0.235	0	74	0	0	1	0	0	0	0
3.230	3.229512471655329	3.9095124716553147	164	175	167	168	88.74	165	167	165	167	88.7	1	0.21	0.63	0.21	0	0.21	0	75	77	1	0.6799999999999855	0	0	0	0.025	0	73.7	0	0	1	0	0	0	0
4.245	4.244512471655329	4.299512471655328	149	156	151	151	86.97	151	151	151	151	86.95	0	0	-1.65	0	0	0	0	63	63	0	0.05499999999999883	0	0	0	0.335	0	55.2	0	0	1	1	0	0.75	0
5.050	5.04951247165533	5.374512471655323	150	170	163	161	88.05	154	154	154	154	87.31	1	0.009	0.44	0.009	0	0.009	0	65	65	0	0.32499999999999307	0	0	0	0.75	0	71.8	0	0	1	0	1	0	0
5.485	5.4845124716553295	5.634512471655326	162	171	169	169	88.86	169	169	169	169	88.89	0	0	1.69	0	0	0	0	78	78	0	0.1499999999999968	0	0	0	0.11	0	68.7	0	0	1	0	0	0	0
5.670	5.66951247165533	5.779512471655328	174	180	178	177	89.7	178	178	178	178	89.72	0	0	0.9	0	0	0	0	85	85	0	0.10999999999999766	0	0	0	0.035	0	70.4	0	0	1	0	0	0	0
5.905	5.904512471655329	6.244512471655322	172	177	174	174	89.41	174	174	174	174	89.36	0	0	-0.35	0	0	0	0	82	82	0	0.33999999999999275	0	0	0	0.125	0	68.2	0	0	1	0	0	0	0
6.295	6.29451247165533	6.409512471655328	174	175	175	174	89.4	175	175	175	175	89.42	0	0	0.1	0	0	0	0	83	83	0	0.11499999999999755	0	0	0	0.05	0	69.3	0	0	1	1	0	0.59	0
7.000	6.99951247165533	7.124512471655327	192	200	196	196	91.45	196	196	196	196	91.46	0	0	2.05	0	0	0	0	99	99	0	0.12499999999999734	0	0	0	0.59	0	71.2	0	0	1	1	1	0.42	0
7.545	7.54451247165533	7.9895124716553205	165	169	167	167	88.67	167	167	167	167	88.66	0	0	-2.72	0	0	0	0	77	77	0	0.4449999999999905	0	0	0	0.42	0	77.1	0	0	1	1	1	0.5	0
8.490	8.48951247165533	8.929512471655398	164	174	166	167	88.69	166	166	166	166	88.58	0	0	-0.02	0	0	0	0	76	76	0	0.4400000000000688	0	0	0	0.5	0	77.7	0	0	1	0	1	0	0
8.995	8.99451247165533	9.014512471655333	128	144	135	136	85.17	135	135	135	135	84.96	0	0	-3.54	0	0	0	0	47	47	0	0.020000000000003126	0	0	0	0.065	0	67.4	0	0	1	0	0	0	0
9.095	9.09451247165533	10.254512471655511	144	155	149	149	86.71	144	149	144	149	86.71	1	0.65	1.14	0.65	0	0.65	0	56	61	4	1.1600000000001813	0	0	0	0.08	0	68.3	0	0	1	1	0	0.345	0
