rowLabel	nucl_t1	nucl_t2	f0_min	f0_max	f0_median	f0_mean	f0_meanST	f0_start	f0_end	lopitch	hipitch	hipitchST	dynamic	intrasyllab	intersyllab	up	down	trajectory	f0_discont	prnp_start	prnp_end	prnp_intra	nucl_dur	syll_dur	vowel_dur	rhyme_dur	gap_left	loudness	int_peak	promL2D_nucldur	hesitation	speaker_id	before_pause	after_pause	pause_dur	onset_dur
0.182	0.18193749999999967	0.30193749999999975	195	200	198	198	91.59	198	198	198	198	91.62	0	0	0	0	0	0	0	79	79	0	0.12000000000000008	0	0	0	0.1819	0	66	0	0	1	0	0	0	0
0.487	0.4869374999999997	0.8019375	184	194	189	190	90.88	189	189	189	189	90.83	0	0	-0.72	0	0	0	0	74	74	0	0.3150000000000003	0	0	0	0.185	0	65.6	0	0	1	0	0	0	0
0.957	0.9569374999999997	1.0669374999999983	92	99	93	94	78.81	93	93	93	93	78.64	0	0	-12.1	0	0	0	0	1	1	0	0.10999999999999865	0	0	0	0.155	0	64.9	0	0	1	0	0	0	0
1.092	1.0919374999999996	1.116937499999999	93	93	93	93	78.59	93	93	93	93	78.59	0	0	0.12	0	0	0	0	1	1	0	0.024999999999999467	0	0	0	0.025	0	62.7	0	0	1	0	0	0	0
1.147	1.1469374999999995	1.3169374999999959	94	111	102	102	80.17	94	111	94	111	81.63	1	2.91	0.25	2.91	0	2.91	0	2	19	17	0.16999999999999638	0	0	0	0.03	0	65.2	0	0	1	0	0	0	0
1.397	1.3969374999999995	1.4569374999999982	173	192	186	186	90.5	186	186	186	186	90.55	0	0	9.02	0	0	0	0	73	73	0	0.05999999999999872	0	0	0	0.08	0	63.2	0	0	1	0	0	0	0
1.737	1.7369374999999996	1.8219374999999978	174	185	181	181	90.06	181	181	181	181	90.03	0	0	-0.44	0	0	0	0	70	70	0	0.08499999999999819	0	0	0	0.28	0	63.4	0	0	1	0	0	0	0
2.017	2.0169374999999996	2.131937499999997	177	204	179	181	90.04	179	179	179	179	89.81	0	0	-0.19	0	0	0	0	69	69	0	0.11499999999999755	0	0	0	0.195	0	63.5	0	0	1	0	0	0	0
2.147	2.1469374999999995	2.1919374999999985	174	177	177	176	89.6	177	177	177	177	89.64	0	0	-0.17	0	0	0	0	68	68	0	0.04499999999999904	0	0	0	0.015	0	62.1	0	0	1	0	0	0	0
2.212	2.2119374999999994	2.3619374999999962	170	183	175	176	89.52	175	175	175	175	89.5	0	0	-0.11	0	0	0	0	66	66	0	0.1499999999999968	0	0	0	0.02	0	61	0	0	1	0	0	0	0
2.552	2.5519374999999997	2.6619374999999974	177	186	180	180	89.97	180	180	180	180	89.9	0	0	0.49	0	0	0	0	69	69	0	0.10999999999999766	0	0	0	0.19	0	63.3	0	0	1	0	0	0	0
2.812	2.8119374999999995	2.8969374999999977	207	214	210	211	92.66	210	210	210	210	92.64	0	0	2.74	0	0	0	0	85	85	0	0.08499999999999819	0	0	0	0.15	0	69.4	0	0	1	0	0	0	0
2.927	2.9269374999999997	3.0319374999999975	172	207	190	190	90.86	207	173	173	207	92.32	-1	-3.02	-0.25	0	-3.02	3.02	0	84	65	-19	0.10499999999999776	0	0	0	0.03	0	67.9	0	0	1	0	0	0	0
3.252	3.2519374999999995	3.316937499999998	174	200	186	188	90.69	186	186	186	186	90.54	0	0	1.32	0	0	0	0	73	73	0	0.06499999999999861	0	0	0	0.22	0	64.8	0	0	1	0	0	0	0
3.377	3.3769374999999995	3.4769374999999973	174	182	178	178	89.75	178	178	178	178	89.79	0	0	-0.68	0	0	0	0	68	68	0	0.09999999999999787	0	0	0	0.06	0	65.3	0	0	1	0	0	0	0
3.527	3.5269374999999994	3.591937499999998	171	183	177	177	89.7	177	177	177	177	89.66	0	0	-0.05	0	0	0	0	68	68	0	0.06499999999999861	0	0	0	0.05	0	63.6	0	0	1	0	0	0	0
3.647	3.6469374999999995	3.8219374999999958	210	237	233	229	94.14	233	233	233	233	94.44	0	0	4.83	0	0	0	0	96	96	0	0.17499999999999627	0	0	0	0.055	0	68.3	0	0	1	0	0	0	0
3.907	3.9069374999999997	3.9519374999999988	231	241	233	233	94.43	233	233	233	233	94.39	0	0	0.02	0	0	0	0	96	96	0	0.04499999999999904	0	0	0	0.085	0	65	0	0	1	0	0	0	0
4.052	4.0519375	4.116937499999999	221	234	229	228	94.04	229	229	229	229	94.1	0	0	-0.27	0	0	0	0	95	95	0	0.06499999999999861	0	0	0	0.1	0	65.9	0	0	1	0	0	0	0
4.282	4.2819375	4.471937499999996	218	236	226	226	93.89	226	226	226	226	93.9	0	0	-0.17	0	0	0	0	93	93	0	0.18999999999999595	0	0	0	0.165	0	65.4	0	0	1	0	0	0	0
4.527	4.5269375	4.8219374999999935	199	240	213	213	92.86	224	240	224	240	94.95	1	1.25	-0.14	1.25	0	1.25	0	92	99	7	0.2949999999999937	0	0	0	0.055	0	65.5	0	0	1	0	0	0	0
4.942	4.9419375	5.126937499999996	183	201	185	186	90.51	185	185	185	185	90.41	0	0	-4.47	0	0	0	0	72	72	0	0.18499999999999606	0	0	0	0.12	0	65.1	0	0	1	0	0	0	0
5.162	5.1619375	5.191937499999999	202	209	204	205	92.16	204	204	204	204	92.1	0	0	1.72	0	0	0	0	82	82	0	0.02999999999999936	0	0	0	0.035	0	47.6	0	0	1	0	0	0	0
5.352	5.351937499999999	5.4269374999999975	179	186	182	183	90.22	182	182	182	182	90.15	0	0	-1.92	0	0	0	0	71	71	0	0.0749999999999984	0	0	0	0.16	0	61.1	0	0	1	0	0	0	0
5.497	5.4969375000000005	5.611937499999998	176	191	180	180	89.99	180	180	180	180	89.92	0	0	-0.18	0	0	0	0	69	69	0	0.11499999999999755	0	0	0	0.07	0	63	0	0	1	0	0	0	0
5.642	5.6419375	5.696937499999999	186	202	190	192	91.03	190	190	190	190	90.9	0	0	1	0	0	0	0	75	75	0	0.05499999999999883	0	0	0	0.03	0	63.8	0	0	1	0	0	0	0
5.842	5.8419375	5.891937499999999	177	186	179	180	89.92	179	179	179	179	89.84	0	0	-0.99	0	0	0	0	69	69	0	0.049999999999998934	0	0	0	0.145	0	64.1	0	0	1	0	0	0	0
5.927	5.9269375	5.976937499999999	183	205	190	193	91.19	190	190	190	190	90.91	0	0	1.1	0	0	0	0	75	75	0	0.049999999999998934	0	0	0	0.035	0	62.3	0	0	1	0	0	0	0
6.102	6.1019375	6.191937499999998	169	185	171	172	89.21	171	171	171	171	89.11	0	0	-1.73	0	0	0	0	64	64	0	0.08999999999999808	0	0	0	0.125	0	63.1	0	0	1	0	0	0	0
6.227	6.2269375	6.261937499999999	169	173	171	171	89.04	171	171	171	171	89.05	0	0	0.03	0	0	0	0	64	64	0	0.034999999999999254	0	0	0	0.035	0	64.5	0	0	1	0	0	0	0
6.347	6.3469375	6.461937499999998	168	176	169	170	88.91	169	169	169	169	88.84	0	0	-0.17	0	0	0	0	63	63	0	0.11499999999999755	0	0	0	0.085	0	66.4	0	0	1	0	0	0	0
