rowLabel	nucl_t1	nucl_t2	f0_min	f0_max	f0_median	f0_mean	f0_meanST	f0_start	f0_end	lopitch	hipitch	hipitchST	dynamic	intrasyllab	intersyllab	up	down	trajectory	f0_discont	prnp_start	prnp_end	prnp_intra	nucl_dur	syll_dur	vowel_dur	rhyme_dur	gap_left	loudness	int_peak	promL2D_nucldur	hesitation	speaker_id	before_pause	after_pause	pause_dur	onset_dur
0.227	0.22746874999999964	0.4674687499999998	318	328	322	322	100.01	322	322	322	322	100	0	0	0	0	0	0	0	29	29	0	0.24000000000000019	0	0	0	0.2275	0	77.5	0	0	1	0	0	0	0
0.677	0.6774687499999996	0.7474687499999997	321	328	324	324	100.09	324	324	324	324	100.08	0	0	0.11	0	0	0	0	30	30	0	0.07000000000000006	0	0	0	0.21	0	76.1	0	0	1	1	0	0.43	0
1.177	1.1774687499999994	1.192468749999999	319	325	322	321	99.97	322	322	322	322	99.99	0	0	-0.09	0	0	0	1	29	29	0	0.01499999999999968	0	0	0	0.43	0	74.7	0	0	1	0	1	0	0
1.412	1.4124687499999995	1.767468749999992	393	399	395	395	103.52	395	395	395	395	103.51	0	0	3.54	0	0	0	0	60	60	0	0.35499999999999243	0	0	0	0.22	0	74.7	0	0	1	0	0	0	0
1.832	1.8324687499999994	1.947468749999997	394	398	397	396	103.58	397	397	397	397	103.6	0	0	0.09	0	0	0	0	61	61	0	0.11499999999999755	0	0	0	0.065	0	72.7	0	0	1	0	0	0	0
2.027	2.0274687499999997	2.527468749999989	266	268	267	267	96.76	267	267	267	267	96.77	0	0	-6.83	0	0	0	0	1	1	0	0.49999999999998934	0	0	0	0.08	0	72.8	0	0	1	0	0	0	0
2.592	2.5924687499999997	2.992468749999991	265	268	267	267	96.75	267	267	267	267	96.76	0	0	0.03	0	0	0	0	1	1	0	0.3999999999999915	0	0	0	0.065	0	71.2	0	0	1	0	0	0	0
3.122	3.1224687499999995	3.1624687499999986	266	268	266	267	96.74	266	266	266	266	96.7	0	0	-0.03	0	0	0	0	0	0	0	0.03999999999999915	0	0	0	0.13	0	61.5	0	0	1	0	0	0	0
3.212	3.2124687499999998	3.247468749999999	266	267	266	266	96.73	266	266	266	266	96.72	0	0	0.05	0	0	0	0	0	0	0	0.034999999999999254	0	0	0	0.05	0	65.9	0	0	1	0	0	0	0
3.427	3.4274687499999996	3.5374687499999973	509	518	514	514	108.09	514	514	514	514	108.09	0	0	11.43	0	0	0	0	100	100	0	0.10999999999999766	0	0	0	0.18	0	61.6	0	0	1	1	0	0.505	0
4.042	4.04246875	4.167468749999998	265	272	267	267	96.77	267	267	267	267	96.74	0	0	-11.33	0	0	0	0	1	1	0	0.12499999999999734	0	0	0	0.505	0	78.6	0	0	1	0	1	0	0
4.367	4.3674687500000005	4.737468749999993	293	319	295	296	98.52	295	295	295	295	98.48	0	0	1.75	0	0	0	0	16	16	0	0.3699999999999921	0	0	0	0.2	0	78.3	0	0	1	0	0	0	0
4.857	4.85746875	5.017468749999996	308	335	320	321	99.94	320	320	320	320	99.89	0	0	1.43	0	0	0	0	28	28	0	0.1599999999999966	0	0	0	0.12	0	74.8	0	0	1	0	0	0	0
5.237	5.23746875	5.3374687499999975	320	331	328	327	100.27	328	328	328	328	100.32	0	0	0.46	0	0	0	0	32	32	0	0.09999999999999787	0	0	0	0.22	0	73.1	0	0	1	0	0	0	0
5.442	5.44246875	5.802468749999992	298	309	305	305	99.04	305	305	305	305	99.06	0	0	-1.23	0	0	0	0	21	21	0	0.3599999999999923	0	0	0	0.105	0	75.7	0	0	1	0	0	0	0
5.837	5.83746875	6.002468749999997	296	311	304	304	99	304	304	304	304	99.02	0	0	-0.02	0	0	0	0	20	20	0	0.16499999999999648	0	0	0	0.035	0	73.9	0	0	1	0	0	0	0
6.077	6.07746875	6.537468749999991	266	268	267	267	96.76	267	267	267	267	96.77	0	0	-2.21	0	0	0	0	1	1	0	0.4599999999999902	0	0	0	0.075	0	73.8	0	0	1	0	0	0	0
6.642	6.64246875	7.1324687499999895	291	296	294	294	98.44	294	294	294	294	98.43	0	0	1.71	0	0	0	0	15	15	0	0.48999999999998956	0	0	0	0.105	0	72.8	0	0	1	0	0	0	0
7.222	7.22246875	7.4824687499999945	290	295	293	293	98.34	293	293	293	293	98.35	0	0	-0.05	0	0	0	0	15	15	0	0.25999999999999446	0	0	0	0.09	0	71.2	0	0	1	0	0	0	0
7.612	7.61246875	7.642468749999999	278	284	283	282	97.71	283	283	283	283	97.74	0	0	-0.6	0	0	0	0	9	9	0	0.02999999999999936	0	0	0	0.13	0	63.3	0	0	1	0	0	0	0
7.667	7.66746875	7.7524687499999985	281	291	288	287	98.01	288	288	288	288	98.05	0	0	0.32	0	0	0	0	12	12	0	0.08499999999999819	0	0	0	0.025	0	65.6	0	0	1	0	0	0	0
7.942	7.94246875	8.157468750000023	291	294	293	293	98.38	293	293	293	293	98.39	0	0	0.35	0	0	0	0	15	15	0	0.21500000000002295	0	0	0	0.19	0	68.4	0	0	1	0	0	0	0
8.452	8.452468750000001	8.777468750000052	287	297	293	293	98.37	293	293	293	293	98.37	0	0	0.03	0	0	0	0	15	15	0	0.3250000000000508	0	0	0	0.295	0	69.1	0	0	1	0	0	0	0
9.112	9.112468750000001	9.187468750000013	292	304	296	297	98.58	296	296	296	296	98.56	0	0	0.22	0	0	0	0	16	16	0	0.07500000000001172	0	0	0	0.335	0	78.4	0	0	1	0	0	0	0
9.232	9.23246875	9.272468750000007	474	477	475	475	106.73	475	475	475	475	106.73	0	0	8.22	0	0	0	0	88	88	0	0.04000000000000625	0	0	0	0.045	0	70.7	0	0	1	0	0	0	0
