rowLabel	nucl_t1	nucl_t2	f0_min	f0_max	f0_median	f0_mean	f0_meanST	f0_start	f0_end	lopitch	hipitch	hipitchST	dynamic	intrasyllab	intersyllab	up	down	trajectory	f0_discont	prnp_start	prnp_end	prnp_intra	nucl_dur	syll_dur	vowel_dur	rhyme_dur	gap_left	loudness	int_peak	promL2D_nucldur	hesitation	speaker_id	before_pause	after_pause	pause_dur	onset_dur
0.150	0.14951814058956941	0.16451814058956943	351	357	351	351	101.51	351	351	351	351	101.51	0	0	0	0	0	0	0	100	100	0	0.015000000000000013	0	0	0	0.1495	0	50	0	0	1	0	0	0	0
0.440	0.43951814058956945	0.45951814058956947	341	342	341	341	101.01	341	341	341	341	101	0	0	-0.47	0	0	0	0	99	99	0	0.020000000000000018	0	0	0	0.275	0	49.9	0	0	1	1	0	0.785	0
1.245	1.2445181405895693	1.3195181405895677	162	165	164	164	88.34	164	164	164	164	88.36	0	0	-12.6	0	0	0	0	50	50	0	0.0749999999999984	0	0	0	0.785	0	65.3	0	0	1	0	1	0	0
1.445	1.4445181405895693	1.5595181405895668	112	132	114	117	82.56	132	114	114	132	84.63	-1	-2.58	-3.66	0	-2.58	2.58	0	35	25	-10	0.11499999999999755	0	0	0	0.125	0	59.6	0	0	1	0	0	0	0
1.645	1.6445181405895692	1.7345181405895673	125	130	129	129	84.19	129	129	129	129	84.22	0	0	2.23	0	0	0	0	33	33	0	0.08999999999999808	0	0	0	0.085	0	63.5	0	0	1	0	0	0	0
1.770	1.7695181405895692	1.8045181405895685	118	122	120	120	82.98	120	120	120	120	82.99	0	0	-1.14	0	0	0	0	28	28	0	0.034999999999999254	0	0	0	0.035	0	64.7	0	0	1	1	0	0.37	0
2.175	2.1745181405895693	2.2095181405895685	94	96	95	95	78.95	95	95	95	95	78.98	0	0	-3.91	0	0	0	0	13	13	0	0.034999999999999254	0	0	0	0.37	0	60.2	0	0	1	0	1	0	0
2.290	2.2895181405895695	2.4395181405895663	88	163	120	124	83.58	88	162	88	162	88.13	1	10.58	-1.29	10.58	0	10.58	0	7	49	41	0.1499999999999968	0	0	0	0.08	0	60.9	0	0	1	0	0	0	0
2.715	2.7145181405895693	2.734518140589569	330	335	332	333	100.56	332	332	332	332	100.52	0	0	12.45	0	0	0	0	98	98	0	0.019999999999999574	0	0	0	0.275	0	51	0	0	1	0	0	0	0
2.770	2.7695181405895695	2.799518140589569	336	354	346	346	101.23	346	346	346	346	101.22	0	0	0.72	0	0	0	0	100	100	0	0.02999999999999936	0	0	0	0.035	0	50.2	0	0	1	1	0	0.43	0
3.230	3.2295181405895694	3.254518140589569	104	107	105	106	80.76	105	105	105	105	80.72	0	0	-20.5	0	0	0	0	19	19	0	0.024999999999999467	0	0	0	0.43	0	65.3	0	0	1	0	1	0	0
3.460	3.4595181405895694	3.4895181405895688	125	129	129	128	84.12	129	129	129	129	84.22	0	0	3.65	0	0	0	0	33	33	0	0.02999999999999936	0	0	0	0.205	0	59.6	0	0	1	0	0	0	0
3.740	3.739518140589569	3.7845181405895683	110	116	115	114	82.09	115	115	115	115	82.19	0	0	-1.94	0	0	0	0	26	26	0	0.04499999999999904	0	0	0	0.25	0	58.8	0	0	1	0	0	0	0
3.880	3.8795181405895693	3.9145181405895686	103	109	108	107	80.93	108	108	108	108	81.12	0	0	-1.03	0	0	0	0	21	21	0	0.034999999999999254	0	0	0	0.095	0	64.7	0	0	1	0	0	0	0
3.975	3.9745181405895695	4.059518140589568	100	101	101	101	79.92	101	101	101	101	79.91	0	0	-1.15	0	0	0	0	17	17	0	0.08499999999999863	0	0	0	0.06	0	64.7	0	0	1	0	0	0	0
4.260	4.25951814058957	4.324518140589569	111	117	113	113	81.98	113	113	113	113	81.94	0	0	2.05	0	0	0	0	24	24	0	0.06499999999999861	0	0	0	0.2	0	60.5	0	0	1	0	0	0	0
4.510	4.50951814058957	4.53451814058957	296	323	321	312	99.43	321	321	321	321	99.96	0	0	18.12	0	0	0	0	95	95	0	0.024999999999999467	0	0	0	0.185	0	60.5	0	0	1	0	0	0	0
4.775	4.77451814058957	4.794518140589569	298	307	306	305	99.03	306	306	306	306	99.1	0	0	-0.82	0	0	0	0	92	92	0	0.019999999999999574	0	0	0	0.24	0	53.6	0	0	1	1	0	0.855	0
5.650	5.64951814058957	5.724518140589568	102	115	110	110	81.47	110	110	110	110	81.43	0	0	-17.66	0	0	0	0	23	23	0	0.0749999999999984	0	0	0	0.855	0	65.3	0	0	1	0	1	0	0
5.835	5.834518140589569	5.954518140589567	133	147	143	141	85.76	143	143	143	143	85.97	0	0	4.59	0	0	0	0	40	40	0	0.11999999999999744	0	0	0	0.11	0	65.8	0	0	1	0	0	0	0
6.275	6.27451814058957	6.344518140589568	116	121	119	119	82.79	119	119	119	119	82.86	0	0	-3.06	0	0	0	0	28	28	0	0.06999999999999851	0	0	0	0.32	0	65	0	0	1	0	0	0	0
6.390	6.38951814058957	6.429518140589569	109	113	111	111	81.59	111	111	111	111	81.61	0	0	-1.13	0	0	0	0	23	23	0	0.03999999999999915	0	0	0	0.045	0	62.8	0	0	1	0	0	0	0
6.710	6.709518140589569	6.729518140589569	282	285	284	283	97.79	284	284	284	284	97.8	0	0	16.27	0	0	0	0	87	87	0	0.019999999999999574	0	0	0	0.28	0	47.6	0	0	1	0	0	0	0
6.860	6.85951814058957	6.894518140589569	331	339	334	334	100.64	334	334	334	334	100.64	0	0	2.84	0	0	0	0	98	98	0	0.034999999999999254	0	0	0	0.13	0	54.1	0	0	1	1	0	1.18	0
8.075	8.074518140589571	8.109518140589577	121	125	122	123	83.36	122	122	122	122	83.26	0	0	-17.35	0	0	0	0	30	30	0	0.03500000000000547	0	0	0	1.18	0	60.3	0	0	1	0	1	0	0
8.310	8.309518140589569	8.344518140589575	99	100	99	99	79.71	99	99	99	99	79.71	0	0	-3.46	0	0	0	0	15	15	0	0.03500000000000547	0	0	0	0.2	0	59.5	0	0	1	0	0	0	0
8.425	8.42451814058957	8.49451814058958	90	103	95	96	79.2	95	95	95	95	78.94	0	0	-0.62	0	0	0	0	13	13	0	0.07000000000001094	0	0	0	0.08	0	61.9	0	0	1	0	0	0	0
